1703203200,1.916e-05,2.86e-05,1.89e-05,2.459e-05,371171350.0287898,58
1703289600,1.9356e-05,3e-05,1.755e-05,2.0784e-05,2012914821.8792996,211
1703376000,2.096e-05,2.096e-05,1.3211e-05,1.8168e-05,3842114726.5164313,320
1703462400,1.8129e-05,2.0412e-05,1.6008e-05,1.8772e-05,2793003834.60429,158
1703548800,1.8634e-05,1.9275e-05,1.5e-05,1.6089e-05,6666367457.767253,589
1703635200,1.6064e-05,1.7024e-05,1.4219e-05,1.455e-05,6687581939.462384,617
1703721600,1.4509e-05,1.5989e-05,1.2352e-05,1.491e-05,19160894916.467197,786
1703808000,1.4804e-05,1.6835e-05,1.3996e-05,1.4961e-05,14978191094.893206,898
1703894400,1.4878e-05,1.514e-05,1.3735e-05,1.4068e-05,20308436920.158928,1192
1703980800,1.413e-05,1.4828e-05,1.3009e-05,1.33e-05,33039385589.969086,1502
1704067200,1.3388e-05,1.4999e-05,1.2887e-05,1.492e-05,11679355053.096203,823
1704153600,1.5e-05,1.541e-05,1.3401e-05,1.3511e-05,33645227816.748367,1980
1704240000,1.3476e-05,1.45e-05,7.92e-06,1.1636e-05,17462790922.219982,2092
1704326400,1.1589e-05,1.258e-05,1.1261e-05,1.1919e-05,13562528907.036211,1306
1704412800,1.196e-05,1.2067e-05,1.0526e-05,1.1178e-05,7568913369.101153,911
1704499200,1.1178e-05,1.1609e-05,9.974e-06,1.0739e-05,8763104129.910574,971
1704585600,1.0749e-05,1.15e-05,1.0001e-05,1.029e-05,7338375784.358008,883
1704672000,1.0306e-05,1.3728e-05,9.408e-06,1.2228e-05,18482014255.518375,1535
1704758400,1.2147e-05,1.4328e-05,1.1571e-05,1.4276e-05,38534417881.066864,2320
1704844800,1.4134e-05,2.145e-05,1.2804e-05,1.6159e-05,81089501022.92328,4113
1704931200,1.6048e-05,1.7454e-05,1.46e-05,1.6141e-05,38914493486.278206,3071
1705017600,1.6163e-05,1.6317e-05,1.3103e-05,1.3805e-05,16382006543.378841,1990
1705104000,1.3777e-05,1.6999e-05,1.3178e-05,1.5261e-05,19299851527.436462,1794
1705190400,1.5281e-05,1.5693e-05,1.398e-05,1.421e-05,9754733611.27366,1461
1705276800,1.423e-05,1.4486e-05,1.3521e-05,1.3588e-05,8938772170.215885,1511
